#,"Year 1","Year 2","Year 3","Year 4","Year 5",Selected,Active,Barcode(s),"Asset Type",Consumable,"Asset Name","Asset Description","Bin Location","Pick Number",Campus,Building,Room,Zone,Category,"Custom Label and Max booking limit",Course,Store
372,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01102,0,No,"Manfrotto Nitrotech 608 Tripod","Manfrotto Nitrotech 608 Tripod System with Mid Spreader and Bag - Aluminium
For use with Sony FX3 Camera",,,"Stag Hill",AC,04AC01,,"Tripods & Mounts",,FPBE,
373,No,No,No,No,No,No,Yes,DMM00879,0,No,"Manfrotto Stereo Bar 1",,,,,P.A.T.S,,,"Trees & stereo bars",,,
374,No,No,No,No,No,No,Yes,DMM00125,0,No,"Manfrotto Stereo Bar 2",,,,,P.A.T.S,,,"Trees & stereo bars",,,
375,No,No,No,No,No,No,Yes,DMM00878,0,No,"Manfrotto Stereo Bar 3",,,,,P.A.T.S,,,"Trees & stereo bars",,,
376,No,No,No,No,No,No,Yes,DMM00781,0,No,Marimba,,,,,P.A.T.S,PA02,,"Musical Instruments",,,
377,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01027,0,No,"Matthews Floppy 48x48 Flag",,,,"Stagg Hill",P.A.T.S,PA16A,,Stock,,FPBE,
378,No,No,No,No,No,No,Yes,DMM00774,1,No,"Media Lab: Blue (Nodus)","Hardware: 
- 15x Alienware Aurora R6 PCs w/ 27"" monitor 
- 1080p projector

Software:
- Adobe Creative Cloud
- Unity
- Unreal
- Maya
- Nuke",,,"Stag Hill",,,,"Media Labs",,,
379,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00772,1,No,"Media Lab: Red (Nodus)","Hardware: 
- 25x Alienware Aurora R6 PCs w/ 2x 24"" monitors
- Projector

Software:
- Adobe Creative Cloud
- Unity
- Unreal
- Maya
- Nuke",,,"Stag Hill",Nodus,,,"Media Labs",,,
380,No,No,No,No,No,No,Yes,DMM01254,0,No,"Mesa Boogie F30 Combo Amp",,,,,,,,,,,
381,No,No,No,No,No,No,Yes,DMM00431,0,No,"Meyer PA System","Pair of UPJ-1 and USW-1P stacked speakers

Specifications available at the following link:
http://www.meyersound.com/sites/default/files/upj-1p_ds.pdf",,,,P.A.T.S,,,"Performance equipment",,,
382,No,No,No,No,No,No,Yes,DMM00918,0,No,"Mic Stand kit","Flight case containing:
9 x boom-arm microphone stands
6 x short boom-arm microphone stands",,,,,,,"Microphone stands",,,
383,No,Yes,No,Yes,Yes,Yes,Yes,"DMM00594, DMM00595, DMM00596",0,No,"Miller Tripod ",,,,"Stag Hill",AC,04AC01,B1,"Tripods & Mounts",,,
384,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00597, DMM00598, DMM00599",0,No,"Miller Tripod Dollie",,,,"Stag Hill",AC,04AC01,A0,"Tripods & Mounts",,,
385,No,No,No,No,No,No,Yes,DMM00958,0,No,"Minirig 3 (Portable Bluetooth Speakers)","2 x Minirig 3 Speakers
1 x Minirig Subwoofer
3 x Zipcases for the Minirigs
3 x 3.5mm Aux Audio Cables
3 x Barrel to USB Charging Cables
1 x 4 port USB charger
1 x Rucksack
1 x Instructions Pack",,,,,PA16,J4,"Monitors and Amps",,,
386,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00291,0,No,"MixPre compact field mixer",,,,"Stag Hill",AC,04AC01,,"Portable Recorders",,,
387,No,No,No,No,No,No,No,DMM00208,0,No,"Mobile box no. 1","Kit containing tools, gaffer, RCD plug, mains tester.",,,,P.A.T.S,,,,,,
388,No,No,No,No,No,No,No,DMM00209,0,No,"Mobile box no. 2","Kit containing tools, gaffer, RCD plug, mains tester.",,,,P.A.T.S,,,,,,
389,No,No,No,No,No,No,No,DMM00210,0,No,"Mobile box no. 3","Kit containing tools, gaffer, RCD plug, mains tester.",,,,P.A.T.S,,,,,,
390,No,No,No,No,No,No,Yes,DMM00861,0,No,"Monome Arc","USB controller. connects to computers and monome eurorack modules.
More information about the Arc is available here:

https://monome.org/docs/arc/

Please note that this controller does not output MIDI information, and is complicated to set-up, requiring specialist drivers and libraries. Please carefully research this device before you borrow it and attempt to use it.",,,"Stagg Hill",P.A.T.S,,K1,"Midi Controllers",,,
391,No,No,No,No,No,No,Yes,DMM00200,0,No,"Multicore no. 1",8-way.,,,,P.A.T.S,,,Multicores,,,
392,No,No,No,No,No,No,Yes,DMM00201,0,No,"Multicore no. 2",8-way.,,,,P.A.T.S,,,Multicores,,,
393,No,No,No,No,No,No,Yes,DMM00202,0,No,"Multicore no. 3",8-way.,,,,P.A.T.S,,,Multicores,,,
394,No,No,No,No,No,No,Yes,DMM00203,0,No,"Multicore no. 4 (old)",7-way.,,,,P.A.T.S,,,Multicores,,,
395,No,No,No,No,No,No,Yes,DMM00204,0,No,"Multicore no. 5 (old)",7-way.,,,,P.A.T.S,,,Multicores,,,
396,No,No,No,No,No,No,Yes,DMM00441,0,No,"Music Stand Trolley","When booking this please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please return it to PA17 when your booking is finished.",,,,P.A.T.S,PA17,,"Performance equipment",,,
397,No,No,No,No,No,No,Yes,DMM00169,0,No,"N05CC SPL Meter No 1","Serial Number - 0608006213",,,,P.A.T.S,,B5,"Research equipment",,,
398,No,No,No,No,No,No,Yes,DMM00170,0,No,"N05CC SPL Meter No 2","Serial - 0608006187",,,,P.A.T.S,,B5,"Research equipment",,,
399,No,No,No,No,No,No,Yes,DMM00171,0,No,"N05CC SPL Meter No 3",,,,,P.A.T.S,,B5,"Research equipment",,,
400,No,No,No,No,No,No,Yes,DMM00112,0,No,"Nagra IV-S","Analogue stereo 1/4"" reel-to-reel recorder with accessories and NAB adapter.",,,,P.A.T.S,,A5,"Portable Recorders",,,
401,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01108,0,No,"Neewer 5-in-1 Collapsible Light Reflector 110cm","Translucent, Silver, Gold, White and Black for Studio Photography Lighting and Outdoor Lighting",,,,P.A.T.S,PA16,"Floor next to Lastolites","Lighting Accessories",,,
402,No,No,No,No,No,No,Yes,DMM00071,0,No,"Neumann KM184 x2 kit 1","Cardioids with stereo bar.",,,,P.A.T.S,,A2,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",,,
403,No,No,No,No,No,No,Yes,DMM00072,0,No,"Neumann KM184 x2 kit 2","Cardioids with stereo bar.",,,,P.A.T.S,,A2,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",,,
404,No,No,No,No,No,No,Yes,DMM00068,0,No,"Neumann KM84 x2 kit 1","Cardioids with stereo bar.
Please note: One of the KM84's is in a KM83i casing. It is, however, still a KM84",,,,P.A.T.S,,A2,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",,,
405,No,No,No,No,No,No,Yes,DMM00069,0,No,"Neumann KM84 x2 kit 2","Cardioids with stereo bar.",,,,P.A.T.S,,A2,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",,,
406,No,No,No,No,No,No,Yes,DMM00073,0,No,"Neumann KM86 x2 kit","Cardioid (no longer has switchable pattern). Side fire. With stereo bar.",,,,P.A.T.S,,A2,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",,,
407,No,No,No,No,No,No,Yes,DMM01131,0,No,"Neumann KU100 Dummy Head","Binaural stereo microphone for a 3D-sound experience
Headphone playback optimised, loudspeaker compatible
Diffuse field equalised
Battery, external PSU, or phantom powering

Comes with:
PSU
Microphone cable with XLR 5 connectors
Y-cable with one XLR 5 F connector and two XLR 3 M connectors",,,,P.A.T.S,,A2,"Research equipment, Microphones, Brand: Neumann",,,
408,No,No,No,No,No,No,Yes,DMM00901,0,No,"Neumann TLM107 no.1","Condenser Microphone with cradle mount",,,,,,A6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Directivity: Hyper, Directivity: Sub, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,Ton,
409,No,No,No,No,No,No,Yes,DMM00903,0,No,"Neumann TLM107 no.2","Condenser Microphone with cradle mount",,,,,,A6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Directivity: Hyper, Directivity: Sub, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,Ton,
410,No,No,No,No,No,No,Yes,DMM00902,0,No,"Neumann TLM107 no.3","Condenser Microphone with cradle mount",,,,,,A6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Directivity: Hyper, Directivity: Sub, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,Ton,
411,No,No,No,No,No,No,Yes,DMM00871,0,No,"Neumann U47 FET","Large-diaphragm condenser microphone",,,"Stagg Hill",P.A.T.S,PA16,B4,"Microphones, Directivity: Cardioid, Type: Condenser, Brand: Neumann",,Ton,
412,No,No,No,No,No,No,Yes,DMM00899,0,No,"Neumann U87 AI No.1","Max. SPL

127 dB
S/N Ratio

82 dB
Sensitivity

28 mV/Pa",,,,,,B6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,Ton,
413,No,No,No,No,No,No,Yes,DMM00900,0,No,"Neumann U87 AI No.2","Max. SPL

127 dB
S/N Ratio

82 dB
Sensitivity

28 mV/Pa",,,,,,B6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,Ton,
414,No,No,No,No,No,No,Yes,DMM00074,0,No,"Neumann U87i no. 1","With cradle mount",,,,P.A.T.S,,A6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,,
415,No,No,No,No,No,No,Yes,DMM00075,0,No,"Neumann U87i no. 2","With cradle mount",,,,P.A.T.S,,A6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,,
416,No,No,No,No,No,No,Yes,DMM00076,0,No,"Neumann u87 no. 3 (old)","With cradle mount",,,,P.A.T.S,,A6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",,,
417,No,No,No,No,No,No,Yes,DMM00116,0,No,"Neve 8-channel console","Neve ''suitcase'' console",,,,P.A.T.S,,,"Portable Consoles",,,
418,No,No,No,No,No,No,Yes,DMM01033,0,No,"Novation Bass Station II","Analogue Mono Synth
Comes with soft case, PSU & USB cable",,,,P.A.T.S,PA16,K4,"Musical Instruments, Computer Interfaces & Peripherals",,"UOS / CMT",
419,No,No,No,No,No,No,Yes,DMM01280,0,No,"Novation Launch Control No. 1","Includes USB power cable",,,,P.A.T.S,PA16,C1,"Midi Controllers",,"UOS / CMT",
420,No,No,No,No,No,No,Yes,DMM01281,0,No,"Novation Launch Control No. 2","Includes USB power cable",,,,P.A.T.S,PA16,C1,"Midi Controllers",,"UOS / CMT",
421,No,No,No,No,No,No,Yes,"DMM01056, DMM01057, DMM01058, DMM00973, DMM00974, DMM01036, DMM01037, DMM01038, DMM01039, DMM01054, DMM01055",0,No,"Novation Launch Control XL Kit","Includes USB power cable",,,,P.A.T.S,PA16,C1,"Midi Controllers",,"UOS / CMT",
422,No,No,No,No,No,No,Yes,"DMM00853, DMM00854",0,No,"Novation Launchkey Mini",,,,,P.A.T.S,PA16,K1,"Midi Controllers",,"UOS / CMT",
423,No,No,No,No,No,No,Yes,DMM01029,0,No,"Novation Peak","Novation Peak Eight-Voice Polyphonic Synthesizer
Comes with PSU, blue USB cable, clear hard cover & hard carry case.",,,,P.A.T.S,PA16,J4,"Performance equipment, Musical Instruments",,"UOS / CMT",
424,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01111,0,No,"Nucleus-Nano Wireless Lens Control System","Kit contains:
(1) Nucleus-Nano Hand Wheel Controller
(1) Nucleus-Nano Wireless Follow Focus Motor
(1) 15mm Single Rod Mounting Baseplate For 95mm Lens
(2) 1/4""-20 Hex Screws
(2) Rod Mount Hex Screw
(1) 15mm x 100mm Black Aluminum Rod 
(1) 31cm 5V Micro USB male to 5V Micro USB male motor power cable
(1) 12V / 2A Ronin-S to 5V Micro USB male motor power cable
(2) Photographic lens follow focus gear rings
(1) Nucleus-Nano Hand Wheel Attachment Plate for Ronin-S/G2x
(1) Nucleus-Nano Hand Wheel Attachment Adapter for Zhiyun Crane 1
(1) 14500 Battery Charger
(2) 14500 Batteries
(1) M4 Allen key
(1) M6 Allen key
 (1) Soft Case
(1) User Guide",,,"Stag Hill",AC,04AC01,,"Wireless Systems",,,
425,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01105,0,No,"Octagonal SoftBox","Neewer Octagonal Softbox
57cm across
Lives in FVPT Transit Store",,,"Stag Hill",AC,04AC01,,"Lighting Accessories",,,
426,No,No,No,No,No,No,Yes,"DMM00818, DMM00819",0,No,"Oculus Rift",,,,,,,,"Computer Interfaces & Peripherals",,,
427,No,No,No,No,No,No,No,DMM01050,0,No,"Oktava MK-012-01 x 2 Kit","Kit includes:
2 x Oktava MK-012-01 small diaphragm condenser microphones
2 x Cardioid Capsules
2 x -10dB pads
2 x Mic Clamps",,,,P.A.T.S,PA16,B3,"Microphones, Directivity: Omni, Type: Condenser, Type: Small Diaphragm",,,
428,No,No,No,No,No,No,No,DMM00179,0,No,"Outline turntable",,,,,,"09 BC 03",,"Research equipment",,,
429,No,No,No,No,No,No,Yes,DMM01095,0,No,"Overtone Damping E-ring Pack - Evans - Kit 1","Drum kit overtone dampening kit.

Sizes
10""
12""
14""
16""",,,,,PA16,,"Musical Instruments",,,
430,No,No,No,No,No,No,Yes,DMM01096,0,No,"Overtone Damping E-ring Pack - Evans - Kit 2","Drum kit overtone dampening kit.

Sizes
10""
12""
14""
16""",,,,,PA16,,"Musical Instruments",,,
431,No,No,No,No,No,No,Yes,DMM00755,1,No,"PA 01 (Practice Room)","Medium Size practice room equipped with
1x Baby Grand Kawai Piano
1x Mirror",,,"Stag Hill",PATS,,,"Practice Rooms",,,
432,No,No,No,No,No,No,Yes,DMM00979,1,No,"PA 02 (Practice Room)","Small size Practice room equipped with
1x Marimba",,,"Stag Hill",PATS,,,"Practice Rooms",,,
433,No,No,No,No,No,No,Yes,DMM00757,1,No,"PA 04 (Practice Room)","Medium Size practice room equipped with
1x Baby Grand Kawai Piano
1x Electric Piano
1x Mirror
1x Roland V-Drum Electric Drum kit (please bring your own headphones and a 6mm Jack adaptor).",,,"Stag Hill",PATS,,,"Practice Rooms",,,
434,No,No,No,No,No,No,Yes,DMM00758,1,No,"PA 05 (Practice Room)","Small size Practice room equipped with
1x Upright Yamaha Piano
1x Mirror",,,"Stag Hill",PATS,,,"Practice Rooms",,,
435,No,No,No,No,No,No,Yes,DMM00759,1,No,"PA 06 (Practice Room)","Small size Practice room equipped with
1x Upright Yamaha Piano
1x Mirror",,,"Stag Hill",PATS,,,"Practice Rooms",,,
436,No,No,No,No,No,No,Yes,DMM00760,1,No,"PA 07 (Practice Room)","Small size Practice room equipped with
1x Upright Yamaha Piano
1x Mirror",,,"Stag Hill",PATS,,,"Practice Rooms",,,
437,No,No,No,No,No,No,Yes,DMM00761,1,No,"PA 08 (Practice Room)","Small size Practice room equipped with
1x Upright Yamaha Piano
1x Mirror",,,"Stag Hill",PATS,,,"Practice Rooms",,,
438,No,No,No,No,No,No,Yes,DMM00762,1,No,"PA 09 (Practice Room)","Small size Practice room equipped with
1x Upright Yamaha Piano
1x Mirror",,,"Stag Hill",PATS,,,"Practice Rooms",,,
439,No,No,No,No,No,No,No,DMM00763,1,No,"PA 10 (Practice Room)","Small size Practice room equipped with
1x Upright Yamaha Piano
1x Mirror",,,"Stag Hill",PATS,,,"Practice Rooms",,,
440,No,No,No,No,No,No,Yes,DMM00683,0,No,"PA11 Percussion Kit","This is the PA11 drum kit
When booking this please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please then return it to PA17 when your booking is finished.",,,,P.A.T.S,PA17,,"Performance equipment",,,
441,No,No,No,No,No,No,Yes,PA11,1,No,"PA 11 (Practice Room)","Minimum ensemble size of 3. ENTER THE NAMES OF THE MUSICIANS IN THE BOOKING NOTES BELOW.

This room can be used for solo practice ONLY if you wish to practice drums. Please state in the notes if you are wishing to practice drums.

(NOTE: This Room must be left tidy, unless reported the last user with be held responsible for any mess in the room)
Small ensemble/band practice room equipped with
1x Steinway Grand Piano
1x Mirror
1x Acoustic Drum Kit
1x Roland Keyboard
1x Marshall Guitar Amp
1x Fender Rumble 100 Bass amp
1x PA System with CD Player and Mixer for Microphone Input",,,"Stag Hill",PATS,,,"Practice Rooms",,,
442,No,No,No,No,No,No,Yes,DMM00977,0,No,"PA11 Zildjian Cymbals + Clutch","Zildjian A Custom Cymbal Pack with 

 8""   Spash
14"" Hi-hats, 
16"" Crash,  
18"" Crash
18"" China
20"" Medium Ride 
20"" EFX Crash
Hi-Hat Clutch",,,,,PA17,,"Musical Instruments",,,
443,No,No,No,No,No,No,Yes,"DMM00849, DMM00851, DMM00850",0,No,"Panasonic GH5 ","20.3MP Sensor. 4K60p / 4:2:2 10bit 4K30p video with no cropping and no (artificial) limit on recording time. 
Swing out touchscreen rear monitor. Image stabilisation in both the body and the 12-60mm lens. 
Supplied in bag with charger, 3x batteries, 2x 128GB SD cards, USB cable and space for an additional lens.",,,,Nodus,11NC01,,"DSLR Cameras",,"FASS / DMA",
444,No,No,No,No,No,No,Yes,DMM01169,0,No,"Panasonic HGS10 Bone Conduction Headphones","Open Ear Bone Conduction Headphones
Water Resistant	                      IPX4
Driver Unit (diameter in mm)	     16 (Bone conduction driver)
Impedance (Ohm) / 1 kHz	     13 Ω
Sensitivity (dB / mW)	              -
Max. Input (mW)	                      800 (IEC (*1))
Frequency Response (Hz - kHz).  -
Cord Length (m / ft.)	              1.2 / 3.9
Weight (g) without cord and battery   36 (1.27oz)
MiniPlug (3.5mm in diam.)	       yes
Air Plug Adaptor	                       -
Plug Adaptor (6.3mm in diam.).      -
Plug (Ni:Nickel / G:Gold)	G
Supplied Item	-",,,,PATS,PA16,C1,"Headphones and Headphone amps",,,
445,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00706, DMM00707, DMM00708, DMM00709, DMM00710, DMM00711",0,No,"Panasonic UX Tripod","Miller Tripod for use with Panasonic AG-UX180 Camera",,,"Stag Hill",AC,04AC01,A1,"Tripods & Mounts",,,
446,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00395, DMM00401, DMM00407, DMM00413, DMM00419, DMM00425",0,No,"Panasonic UX Kit","Kit includes-
AG-UX180 Camera 
Panasonic battery charger 
Panasonic power supply 
1x 32Gb SD memory card, Shotgun mic w/pistol grip, Headphones, XLR cable.",,,"Stag Hill",AC,04AC01,A2,Camcorders,,,
447,No,No,No,No,No,No,Yes,DMM00134,0,No,"Passive DI no. 1",Radial,,,,P.A.T.S,,B2,"DI boxes",,,
448,No,No,No,No,No,No,Yes,DMM00135,0,No,"Passive DI no. 2",Radial,,,,P.A.T.S,,B2,"DI boxes",,,
449,No,No,No,No,No,No,No,DMM00136,0,No,"Passive DI no. 3",EMO,,,,P.A.T.S,,B2,"DI boxes",,,
450,No,No,No,No,No,No,No,DMM00137,0,No,"Passive DI no. 4",EMO,,,,P.A.T.S,,B2,"DI boxes",,,
451,No,No,No,No,No,No,Yes,DMM01128,0,No,"PAV 1 Active Extension Tube","RC1200 active tube for use with any Schoeps mic and capsule set. 
Also included:
1 x heavy base stand
2 x support rods (350mm & 1010mm)
2 x swivel joints
1 x large carry case
***PLEASE TAKE THE UTMOST CARE WHEN ASSEMBLING, DISASSEMBLING AND STORING ALL OF THE COMPONENT PARTS***",,,"Stagg Hill",P.A.T.S,"PATS Store",,"Microphones, Brand: Schoeps",,,
452,No,No,No,No,No,No,Yes,DMM01129,0,No,"PAV 2 Active Extension Tube","RC1200 active tube for use with any Schoeps mic and capsule set. 
Also included:
1 x heavy base stand
2 x support rods (350mm & 1010mm)
2 x swivel joints
1 x large carry case
***PLEASE TAKE THE UTMOST CARE WHEN ASSEMBLING, DISASSEMBLING AND STORING ALL OF THE COMPONENT PARTS***",,,"Stagg Hill",P.A.T.S,"PATS Store",,"Microphones, Brand: Schoeps",,,
453,No,No,No,No,No,No,Yes,DMM01072,0,No,"Percussion Kit 1","1 x Shaker
1 x Cabasa
1 x Tambouren 
1 x Cowbell",,,,,PA17,"Inner Store","Musical Instruments",,,
454,No,No,No,No,No,No,Yes,DMM01073,0,No,"Percussion Kit 2","1 x Shaker
1 x Cabasa
1 x Tambouren
1 x Cowbell",,,,,PA17,"Inner Store","Musical Instruments",,,
455,No,No,No,No,No,No,No,DMM00432,0,No,"Performance Extension No. 01",,,,,P.A.T.S,PA17,,"Performance equipment",,,
456,No,No,No,No,No,No,Yes,DMM00969,0,No,"Performance Sennheiser e835 No 1","Upon collection of this mic from DMM Stores you'll be given the current door codes to PA17 - please store the mic there before and after your booking. It will then need to be returned to Stores during normal opening times (see Stores door for more details)",,,,PATS,PA16,B1,"Performance equipment, Microphones",,,
457,No,No,No,No,No,No,Yes,DMM00970,0,No,"Performance Sennheiser e835 No 2","Upon collection of this mic from DMM Stores you'll be given the current door codes to PA17 - please store the mic there before and after your booking. It will then need to be returned to Stores during normal opening times (see Stores door for more details)",,,,PATS,PA16,B1,"Performance equipment, Microphones",,,
458,No,No,No,No,No,No,Yes,DMM00971,0,No,"Performance Sennheiser e835 No 3","Upon collection of this mic from DMM Stores you'll be given the current door codes to PA17 - please store the mic there before and after your booking. It will then need to be returned to Stores during normal opening times (see Stores door for more details)",,,,PATS,PA16,B1,"Performance equipment, Microphones",,,
459,Yes,No,No,No,No,Yes,Yes,DMM00685,0,No,"Performance Sm58 No.1","Collect from Stores
Comes with mic clip - please ensure this comes back with the mic",,,,P.A.T.S,PA17,,"Performance equipment, Microphones",,,
460,No,No,No,No,No,No,Yes,DMM00684,0,No,"Performance Sm58 No. 2",,,,,P.A.T.S,PA17,,"Performance equipment, Microphones",,,
461,No,No,No,No,No,No,Yes,DMM00877,0,No,"Performance Sm58 No.3",,,,,P.A.T.S,PA17,,"Performance equipment, Microphones",,,
462,No,No,No,No,No,No,Yes,DMM01282,0,No,"Pioneer HRM-6","Specifications
Type: Fully-enclosed, dynamic stereo headphones
Driver Units: HD driver, 40 mm dynamic type
Plug: 3.5 mm stereo mini-jack (gold-plated, 2-way, screw-type)
Weight (without cord): 265 g
Maximum Input Power: 2000 mW
Output Sound Level: 102 dB
Frequency Range: 5 - 40,000 Hz
Impedance: 45",,,,P.A.T.S,,K1,"Headphones and Headphone amps",,,
463,No,No,No,No,No,No,Yes,DMM00158,0,No,"Pioneer HRM-6","Specifications
Type: Fully-enclosed, dynamic stereo headphones
Driver Units: HD driver, 40 mm dynamic type
Plug: 3.5 mm stereo mini-jack (gold-plated, 2-way, screw-type)
Weight (without cord): 265 g
Maximum Input Power: 2000 mW
Output Sound Level: 102 dB
Frequency Range: 5 - 40,000 Hz
Impedance: 45",,,,P.A.T.S,,K1,"Headphones and Headphone amps",,,
464,No,No,No,No,No,No,Yes,DMM00159,0,No,"Pioneer HRM-7","Specifications
Type: Fully enclosed dynamic stereo headphones
Frequency range: 5  40000 Hz
Impedance: 45 
Output sound pressure level: 97 dB
Maximum input: 2,000 mW
Unit aperture:  40 mm dynamic type
Plug:  3.5 mm stereo mini plug (Gold plated, 2-way, screw)
Weight: 330 g without cord)
Accessories included: 6.3mm stereo plug adapter (Gold plated, screw-type)",,,,P.A.T.S,,K1,"Headphones and Headphone amps",,,
465,No,No,No,No,No,No,Yes,DMM00651,0,No,"PIXAPRO 55cm SILVER Interior Beauty Dish with Honeycomb Grid",,,,,"AC (Lewis Carroll)",,,Lighting,,,
466,No,No,No,No,No,No,Yes,DMM00671,0,No,"PiXAPRO Bi-Colour LED Panel twin Kit","2x 90w LED Video Light Panels. Dimmable from 100-10% power. Colour temperature adjustable between 3200K and 5600K. Barn Doors. DMX input. 2x stands.",,,,P.A.T.S,PA16,I5,Lighting,,,
467,No,No,No,No,No,No,Yes,DMM00652,0,No,"PIXAPRO LED100D MKII Daylight Balanced LED Studio Light - 01","3x LED Heads, 3x 60x90cm Umbrella Softboxes, 2x Lighting Stands, 1x 2in1 Boom Stand, 3x Standard 7 Reflectors With Umbrella Slot and 3x Power Cables. Rigid Roller case for lights, stands and accessories; 120cm carry bag for the Umbrella Softboxes and Boom Stand.",,,,"AC (Lewis Carroll)",,,Lighting,,,
468,No,No,No,No,No,No,Yes,DMM00190,0,No,"Polhemus Patriot head tracker",,,,,,"09 BC 03",,"Research equipment",,,
469,No,No,No,No,No,No,Yes,DMM00121,0,No,"Pork Pie","Cymbals and Sticks Not provided",,,,P.A.T.S,,,"Musical Instruments",,,
470,No,No,No,No,No,No,Yes,DMM00868,0,No,"QSC CP8 no.1","PA speaker Active",,,,AA,,,"Performance equipment",,"UOS / CMT",
471,No,No,No,No,No,No,Yes,DMM00869,0,No,"QSC CP8 no.2","Active PA speaker",,,,AA,,,"Performance equipment",,"UOS / CMT",
472,No,No,No,No,No,No,Yes,DMM00129,0,No,"Radial X-Amp Studio Re-Amper",http://www.radialeng.com/xamp.php,,,,P.A.T.S,,B2,"DI boxes",,,
473,No,No,No,No,No,No,Yes,DMM00138,0,No,"Red 506 Splitter no. 1","Studiospares mic splitter",,,,P.A.T.S,,B2,Splitters,,,
474,No,No,No,No,No,No,Yes,DMM00139,0,No,"Red 506 Splitter no. 2","Studiospares mic splitter",,,,P.A.T.S,,B2,Splitters,,,
475,No,No,No,No,No,No,Yes,DMM00140,0,No,"Red 506 Splitter no. 3","Studiospares mic splitter",,,,P.A.T.S,,B2,Splitters,,,
476,No,No,No,No,No,No,Yes,DMM00141,0,No,"Red 506 Splitter no. 4","Studiospares mic splitter",,,,P.A.T.S,,B2,Splitters,,,
477,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00600, DMM00601",0,No,"RHINO Slider EVO Pro ",,,,"Stag Hill",AC,04AC01,B0,"Tripods & Mounts",,,
478,No,No,No,No,No,No,Yes,DMM01166,0,No,"Rivera Rock Crusher - Guitar Amp Power Attenuator","Attenuator and Load Box for Tube Amps
Load Box and attenuation for amplifying power up to 120 W RMS
Natural sound at every volume
Impedance: 8 and 16 Ohm selectable
Reactive internal network for true amplifier/ load interaction
High thermal capacity ensures cool running and long life
Tight impedance tolerances
XLR and unbalanced line outputs with level control
Low and high frequency equalization selection
Full bypass capability with no insertion loss",,,,,"Tonnie Transit",,,,,
479,No,No,No,No,No,No,Yes,DMM00172,0,No,"RME Fireface and Presonus preamps kit 1","RME Fireface 800 plus 2 x Presonus 8-channel converters / preamps in rack case.",,,,"Teaching Block",TB7,,"Research equipment, Computer Interfaces & Peripherals",,,
480,No,No,No,No,No,No,Yes,DMM00175,0,No,"RME Fireface and Presonus preamps kit 2","RME Fireface 800 plus 3 x Presonus 8-channel converters / preamps in rack case.",,,,"Teaching Block",TB7,,"Research equipment, Computer Interfaces & Peripherals",,,
481,No,No,No,No,No,No,Yes,DMM00113,0,No,"RME MADIface USB",,,,,P.A.T.S,,A5,"Portable Recorders, Computer Interfaces & Peripherals",,,
482,Yes,Yes,No,Yes,Yes,Yes,No,"DMM00229, DMM00230",0,No,"RODE Boom Pole - 2m","Currently in the possession of Jon Weinbrin 20/02/23",,,"Stag Hill",AC,04AC01,C0,"Tripods & Mounts",,,
